family,tag,n,idx,decoder,method,dim,budget,f_opt,exact,seed,best,ftt,fes
knapsack,uncorrelated,30,3,penalty,mpoa,30,300000,-12061,True,28,-11314,,300000
knapsack,uncorrelated,30,3,penalty,mpoa,30,300000,-12061,True,29,-11757,,300000
knapsack,uncorrelated,30,3,penalty,mpoa,30,300000,-12061,True,30,-11405,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,0,-11424,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,1,-11454,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,2,-11722,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,3,-11602,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,4,-11398,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,5,-11764,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,6,-11818,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,7,-11657,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,8,-11697,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,9,-11639,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,10,-11691,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,11,-11516,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,12,-11631,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,13,-11660,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,14,-11356,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,15,-11697,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,16,-11673,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,17,-11725,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,18,-11567,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,19,-11624,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,20,-11440,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,21,-11632,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,22,-11415,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,23,-11632,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,24,-11781,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,25,-11440,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,26,-11309,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,27,-11496,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,28,-11582,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,29,-11723,,300000
knapsack,uncorrelated,30,4,penalty,mpoa,30,300000,-11877,True,30,-11498,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,0,-11051,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,1,-11243,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,2,-11143,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,3,-11237,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,4,-11027,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,5,-10926,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,6,-11496,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,7,-11262,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,8,-11174,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,9,-10800,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,10,-11316,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,11,-11248,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,12,-11199,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,13,-11361,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,14,-11117,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,15,-10903,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,16,-11174,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,17,-11248,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,18,-11234,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,19,-11122,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,20,-10859,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,21,-11006,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,22,-11009,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,23,-11115,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,24,-11361,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,25,-11306,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,26,-11496,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,27,-11192,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,28,-10775,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,29,-11171,,300000
knapsack,uncorrelated,30,0,penalty,mpoa,30,300000,-11556,True,30,-11248,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,0,-12185,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,1,-12037,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,2,-11977,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,3,-11944,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,4,-11757,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,5,-11961,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,6,-11916,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,7,-12166,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,8,-12222,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,9,-12019,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,10,-12341,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,11,-11855,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,12,-11867,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,13,-12341,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,14,-12395,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,15,-12147,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,16,-12087,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,17,-12176,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,18,-12019,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,19,-11894,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,20,-11542,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,21,-11793,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,22,-11783,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,23,-12290,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,24,-11998,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,25,-12182,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,26,-11905,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,27,-11732,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,28,-12000,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,29,-12000,,300000
knapsack,uncorrelated,30,2,penalty,mpoa,30,300000,-12472,True,30,-12011,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,0,-11458,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,1,-11536,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,2,-11801,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,3,-11701,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,4,-11268,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,5,-11589,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,6,-11818,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,7,-11652,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,8,-11526,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,9,-11683,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,10,-11615,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,11,-11655,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,12,-11639,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,13,-11470,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,14,-11439,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,15,-11852,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,16,-11736,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,17,-11461,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,18,-11355,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,19,-11783,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,20,-11440,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,21,-11548,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,22,-11684,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,23,-11553,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,24,-11781,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,25,-11577,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,26,-11451,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,27,-11488,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,28,-11613,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,29,-11709,,300000
knapsack,uncorrelated,30,4,penalty,poa,30,300000,-11877,True,30,-11542,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,0,-10818,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,1,-11111,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,2,-10932,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,3,-11034,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,4,-11088,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,5,-10775,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,6,-11447,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,7,-10741,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,8,-10891,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,9,-10973,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,10,-11233,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,11,-11160,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,12,-11083,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,13,-11290,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,14,-11262,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,15,-10916,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,16,-11163,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,17,-11316,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,18,-11220,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,19,-10795,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,20,-10949,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,21,-11248,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,22,-10848,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,23,-11201,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,24,-11233,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,25,-11034,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,26,-10889,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,27,-10946,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,28,-10802,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,29,-11171,,300000
knapsack,uncorrelated,30,0,penalty,poa,30,300000,-11556,True,30,-11243,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,0,-12222,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,1,-11820,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,2,-11780,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,3,-11741,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,4,-11757,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,5,-11894,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,6,-12023,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,7,-11981,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,8,-11786,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,9,-12182,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,10,-12271,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,11,-11965,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,12,-11961,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,13,-12006,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,14,-12036,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,15,-12218,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,16,-12036,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,17,-12083,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,18,-11980,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,19,-12017,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,20,-11722,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,21,-12056,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,22,-11600,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,23,-11847,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,24,-12068,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,25,-12180,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,26,-11950,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,27,-11896,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,28,-12017,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,29,-12060,,300000
knapsack,uncorrelated,30,2,penalty,poa,30,300000,-12472,True,30,-12000,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,0,-11742,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,1,-11482,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,2,-11545,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,3,-11653,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,4,-11506,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,5,-11625,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,6,-11726,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,7,-11651,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,8,-11696,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,9,-11799,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,10,-11562,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,11,-11817,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,12,-11877,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,13,-11535,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,14,-11616,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,15,-11617,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,16,-11484,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,17,-11594,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,18,-11308,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,19,-11457,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,20,-11559,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,21,-11223,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,22,-11281,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,23,-11722,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,24,-11724,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,25,-11483,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,26,-11687,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,27,-11480,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,28,-11731,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,29,-11786,,300000
knapsack,uncorrelated,30,3,penalty,poa,30,300000,-12061,True,30,-11070,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,0,-10622,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,1,-10724,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,2,-10722,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,3,-10411,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,4,-10564,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,5,-10493,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,6,-10444,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,7,-10836,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,8,-10704,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,9,-10530,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,10,-10161,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,11,-10421,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,12,-10555,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,13,-10564,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,14,-10435,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,15,-10347,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,16,-10530,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,17,-10579,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,18,-10680,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,19,-10490,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,20,-10225,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,21,-10880,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,22,-10893,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,23,-10455,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,24,-10893,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,25,-10747,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,26,-10565,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,27,-10863,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,28,-10556,,300000
knapsack,uncorrelated,30,1,penalty,poa,30,300000,-11046,True,29,-10512,,300000
